id,label,statement,subject,speaker,speaker_job,state_info,party_affiliation
65aeedb56ec,1,"Democrat Stephen Webber voted to allow sex offenders to be within 500 feet of childcare centers and playgrounds, and even voted to allow sex offenders to be coaches.","candidates-biography,children,crime",caleb-rowden,State representative,Missouri,republican
a4609cde5f2,1,"Hillary Clinton surged the trade deficit with China 40% as Secretary of State, costing Americans millions of jobs.","economy,foreign-policy,jobs,trade",donald-trump,President-Elect,New York,republican
885a31c3206,0,One out of every four homeless people on our streets is a veteran.,poverty,john-edwards,former senator,North Carolina,democrat
06a7902349a,1,"Every day, about 100 people will be arrested for possession of marijuana in Georgia.","criminal-justice,drugs,marijuana",james-bell,"Director, Georgia C.A.R.E.",Georgia,none
87b92cf3bd7,1,On repeal of Wisconsins smoking ban,public-health,scott-walker,Milwaukee County Executive,Wisconsin,republican
5b2732b3728,1,Four state Assembly Democrats scored a death blow to northeast Wisconsins economy by killing hundreds of jobs at a potential Bass Pro Shops near Green Bay.,"environment,jobs",scott-suder,state Assembly majority leader,Wisconsin,republican
e9d243649ea,0,Says Tom Cotton voted to turn Medicare into a voucher system.,medicare,mark-pryor,U.S. Senator,Arkansas,democrat
21cf43a7cda,1,"President Obama promised families making less than $250,000 a year would not see taxes go up, but Obamacare raises 18 different taxes.","candidates-biography,health-care,taxes",crossroads-gps,Conservative advocacy group,,republican
d32e76fd928,0,"Says in the last six months of the Bush administration, the U.S. lost 3.5 million jobs, including 760,000 jobs during January 2009 alone.","economy,job-accomplishments",joe-biden,U.S. senator,Delaware,democrat
6babc2990b1,0,"Since Oregons prescription-only law took effect, meth lab incidents have dropped by 96 percent and meth-related arrests by 32 percent.","crime,drugs",rob-bovett,District attorney of Lincoln County,Oregon,none
d53b638f80a,1,A new Republican litmus test would have resulted in (the GOP) kicking out Ronald Reagan.,"history,pundits",keith-olbermann,Political commentator,,none
a557fb35024,1,Says Barack Obama has gone from blaming George W. Bush to plagiarizing George W. Bush.,pundits,marc-thiessen,,,republican
6e048a09037,0,Wisconsin still ranks first among the 50 states in manufacturing jobs per capita.,"job-accomplishments,jobs",rebecca-kleefisch,Candidate for lieutenant governor,Wisconsin,republican
112c976d649,0,"Under President Barack Obama,Weve got the lowest labor force participation in over three decades, since 1978.",economy,ted-cruz,Senator,Texas,republican
b6a5e66ee6f,0,"Says right now, we have more military spending than the next 10, 11, 12 countries combined.","federal-budget,military",cory-booker,U.S. senator,New Jersey,democrat
01844075331,1,Weve lifted high school graduation rates to new highs.,education,barack-obama,President,Illinois,democrat
a453377a324,1,On gun policy,guns,mitt-romney,Former governor,Massachusetts,republican
3ee60a3cf5d,0,Says Virginia is the biggest state that does not have a major league sports team.,sports,jimmy-barrett,Radio personality,Virginia,none
30e8ce42f81,1,"A study says Massachusetts has lost 18,000 jobs because residents were required to obtain health insurance under an act signed into law by Mitt Romney.",health-care,rick-perry,Governor,Texas,republican
e670d8dde62,1,On switching parties.,elections,arlen-specter,Senator,Pennsylvania,democrat
251731da30c,1,Allen West called Social Security a Ponzi scheme and said this countrys got to get on sound footing by destroying it.,"message-machine,social-security",ron-klein,,Florida,democrat
83b1b59de92,0,Says excise taxes are...disproportionately burdening middle- and lower-income consumers.,taxes,david-sutton,Altria spokesman,,none
db92a05f58c,1,"The Germans, the French, countries that opposed us in the (Iraq) war, all believed (Saddam Hussein) had weapons of mass destruction.",iraq,paul-wolfowitz,visiting scholar at the American Enterprise Institute,New York,none
fb77243f548,0,"The average fast food worker is 29, and most fast food workers are on some form of public assistance.","jobs,workers",bill-maher,Host of Real Time with Bill Maher,California,independent
0f7317d71ff,1,"Says Ohios I-X Center used to be a great plant, but thousands of people of worked here, and they left when their jobs were moved overseas.","corrections-and-updates,jobs",donald-trump,President-Elect,New York,republican
cf015e92b7c,1,"You cant get on an airplane, but more than 2,000 people on that list have been able to buy a gun.","guns,terrorism",john-garamendi,U.S. House of Representatives,California,democrat
fd1f7b70a82,0,"Fifty years ago, the average GM employee could pay for a year of a son or daughters college tuition on just two weeks wages.","corporations,corrections-and-updates,education,income,workers",martin-omalley,Maryland governor,Maryland,democrat
146d9632a2a,1,"Independent analysts found that Trumps tax plan, given to the wealthy and big corporations, would rack up $30 trillion in debt.","debt,taxes",tim-kaine,U.S. Senator,Virginia,democrat
b8a2c917606,0,"A typical married couple will contribute $119,000 into Medicare but will receive $357,000 in Medicare benefits over their lifetimes.","corrections-and-updates,deficit,health-care,medicare",bob-corker,,,republican
c464aa1c36b,1,The cost of fire in Rhode Island is anywhere from 33 percent to 100 percent more expensive than anywhere else we could find.,"city-budget,city-government,county-budget,county-government,public-safety",kenneth-block,businessman,,republican
9ae873bb623,0,"Not a single banker, a CEO from Wall Street, anyone from corporate America nobody, (there was) not one arrest of any of these people who brought down the economy in 2008.","crime,financial-regulation,occupy-wall-street",michael-moore,Documentary filmmaker,,none
c77db29f2f3,1,Who can you thank for rising prices at the pump? O-ba-ma! O-ba-ma!,energy,john-mccain,U.S. senator,Arizona,republican
86cfb77ac0b,0,We are the only state in the country that state employees dont contribute [to their pensions].,"retirement,state-budget",rick-scott,Governor,Florida,republican
a03e88b4349,1,"A data system that goes along with Common Core is designed to collect up to 400 data points on each child, which can include personally identifiable data.","education,privacy",angela-bean,community activist,Georgia,republican
d0e0ecfccef,0,Says President Barack Obama has launched twice as many strikes (on)countries that are predominantly Muslim than President George W. Bush.,"iraq,military,religion,terrorism",lz-granderson,,,none
f5df73785b5,1,House Republicans are ramming through legislation ... to classify pizza as a vegetable for the purpose of school lunches.,"education,public-health",democratic-national-committee,,,none
838c7af5147,0,The Republicans have 2 percent of the Muslim vote.,religion,tamara-holder,attorney and contributor to Fox News,Illinois ,none
19e4b287eae,1,I never said I was on the Falkland Islands.,"corrections-and-updates,ethics",bill-oreilly,Fox News Channel host,,none
3bffef1af8b,1,Im the only (Republican)candidate that has actually reduced the size of government.,"candidates-biography,state-budget",bobby-jindal,Governor of Louisiana,Louisiana,republican
9603d7822eb,0,"Before World War II, very few people actually had health insurance.","health-care,public-health",james-carr,manager of business operations at a community hospital,Virginia,libertarian
d3739e565db,0,Says the Affordable Care Act has already reduced the number of uninsured in Oregon by 10 percent.,"health-care,public-health",jeff-merkley,U.S. Senator,Oregon,democrat
1045df185fc,1,"Says Alison Lundergan Grimes supports Obamacare, which cuts $700 billion from seniors Medicare.","health-care,medicare",mitch-mcconnell,Senate minority leader,Kentucky,republican
e13660a5740,1,Says Mike Gallaghers plan would cut Social Security benefits for two-thirds of seniors.,"retirement,social-security,taxes",tom-nelson,,Wisconsin,democrat
54fe59d8fa0,1,"Ganley said that if elected, he wants to cut the dickens out of Social Security, Medicare and Veterans benefits.","federal-budget,medicare,military,social-security",betty-sutton,U.S. representative from Ohio's 13th District,Ohio,democrat
390d78f8d81,0,America owns 3 percent of the worlds oil but consumes 25 percent of its global reserves.,energy,gerry-connolly,U.S. Representative,Virginia,democrat
a638321c4eb,0,"During the recession, the consumer in his native perversity has begun to save. The savings rate is now 6.2 percent.","economy,abc-news-week",george-will,Columnist,Maryland,columnist
a57c88235d9,1,"President Obamas American Recovery and Reinvestment Act (was) a fancy name for almost a trillion-dollar spending bill. The ARRA was supposed to fix our crumbling roads and bridges, but now, we have absolutely nothing to show for it.","federal-budget,infrastructure,stimulus",eric-bolling,"Co-host on Fox News Channel's ""The Five""",,none
e06d02e8a16,0,Says six of the states 58 family planning centers had to close because of Gov. Chris Christies budget cuts.,"health-care,women",loretta-weinberg,State Senator,,democrat
de62236bbd8,0,"Says the House Rules Committee is the only panel, other than the Intelligence and Ethics committees, not able to telecast proceedings in its main hearing room.","government-efficiency,transparency",john-boehner,Speaker of the House of Representatives,Ohio,republican
953198acb3c,0,"Georgia is on track for 1,200 traffic fatalities this year, a reversal of nine years of declines.","public-safety,transportation",russell-mcmurry,,Georgia,none
5272ec544cf,0,"Hospitals, doctors, MRIs, surgeries and so forth are more extensively used and far more expensive in this country than they are in many other countries.''	health-care	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a Fox News Sunday interview
9874.json	barely-true	Obamacare cuts seniors Medicare.	health-care,medicare	ed-gillespie	Republican strategist	Washington, D.C.	republican	2	3	2	2	1	a campaign email.
3072.json	mostly-true	The refusal of many federal employees to fly coach costs taxpayers $146 million annually.	government-efficiency,transparency	newsmax	Magazine and website	Florida	none	0	0	0	1	0	an e-mail solicitation
2436.json	mostly-true	Florida spends more than $300 million a year just on children repeating pre-K through 3rd grade.	education	alex-sink		Florida	democrat	1	2	2	4	0	figures cites on campaign website
9721.json	true	Milwaukee County Sheriff David A. Clarke Jr. advised citizens to point that barrel center mass and pull the trigger because 911 is not our best option.	crime,criminal-justice,guns,legal-issues	greater-wisconsin-political-fund		Wisconsin	none	3	3	3	1	1	a campaign TV ad
3627.json	false	Almost 37 percent of the total income from Planned Parenthood is from abortions.	abortion	ronald-renuart	State Representative	Florida	republican	0	1	0	0	0	comments during a committee hearing
11900.json	half-true	The United States has the highest rate of childhood poverty of almost any major country on Earth.	children,poverty	bernie-s	U.S. Senator	Vermont	independent	18	12	22	41	0	comments during the PBS Democratic debate
4611.json	true	Under Governor Almond the RI DMV had a program that allowed undocumented [people to] use their Personal Tax Identification Number . . . to apply [for] and receive a RI drivers license.	civil-rights,homeland-security,immigration,public-safety,transportation,workers	david-quiroa	prresident, Guatemalan-American Alliance of Rhode Island	Rhode Island	newsmaker	0	0	0	0	0	a news release
3168.json	pants-fire	Illegal aliens cost the state of Rhode Island $400 million a year.	census,crime,education,health-care,immigration,state-budget,taxes	terry-gorman	President, Rhode Islanders for Immigration Law Enforcement	Rhode Island	newsmaker	1	0	0	0	1	a radio interview
6832.json	pants-fire	Says Eric Cantor voted to assure Congress would be paid if the government shut down and against guaranteeing troops would be paid.	congressional-rules,federal-budget,military	wayne-powell	lawyer	Virginia	democrat	1	1	0	0	1	a debate.
5893.json	mostly-true	If Congress froze the current spending level and then cut it by 2 percent annually, we could balance the budget in five years.	deficit,federal-budget	jamie-radtke		Virginia	republican	1	1	1	2	0	a statement
3304.json	true	Every (Wisconsin) legislator that votes for this bill will have to give up the same amount of pay as other state employees.	labor,state-budget	jeff-fitzgerald	Incoming speaker of state Assembly	Wisconsin	republican	2	0	1	2	2	an interview on the Fox News Channel
1638.json	half-true	Marco Rubio controlled funds that out of the $600,000 that were raised, only $4,000 went to candidates to try to improve their chances to be elected to office.""","elections,ethics,states",charlie-crist,,Florida,democrat
2870ebb3967,1,"Sewer backups into basements caused the vast majority of the damage to homes and buildings in Milwaukees July floods, but federal flood insurance doesnt cover them.",environment,jim-bohl,Member of Milwaukee Common Council,Wisconsin,none
c73cb7354b4,0,"Says Mitt Romney is committed to overturning Roe vs. Wade, and he supports such amendments that define a life as beginning at the moment of conception.","abortion,legal-issues",debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat
dd1c6edb0a4,1,"The number of new businesses started per year has dropped by 100,000 during this presidents term.","corporations,economy,elections,job-accomplishments,jobs,small-business",mitt-romney,Former governor,Massachusetts,republican
37d804ec524,1,"Obama ""basically threatened to bomb Pakistan.""",foreign-policy,hillary-clinton,Presidential candidate,New York,democrat
fe11a2e18c1,1,You cant check out a library book without a photo ID.,legal-issues,david-dewhurst,Lieutenant governor,Texas,republican
001603594ef,1,"Says when he was governor, Wisconsin cut unemployment to 2.1 percent and the states unemployment rate was the lowest in the country for 40 consecutive months.","economy,job-accomplishments,jobs",tommy-thompson,,Wisconsin,republican
9bd18691db6,0,Texas added more jobs in 2010 than any other state.,jobs,rick-perry,Governor,Texas,republican
32444b976bb,0,"In 1992, Mitt Romney gave money to Democrats for Congress.","bipartisanship,campaign-finance,candidates-biography",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican
c3cf9a7c97e,0,Says Barack Obama promised he would cut the deficit in half but didnt.,federal-budget,lenny-curry,chairman of the Republican Party of Florida,Florida,republican
433d5414f4f,0,Says that in the U.S. House of Representatives weve had bipartisan support for the repeal of Obamacare for getting rid of cap and trade for building the Keystone Pipeline.,"bipartisanship,climate-change,congress,congressional-rules,voting-record",marsha-blackburn,U.S. Representative,Tennessee,republican
8a1c5eb9540,1,Not even old Gen. Eisenhower saluted military personnel as president.,"history,military",rachel-maddow,MSNBC host,,none
39a171f811a,1,Says Mitt Romney supports cap and trade.,"cap-and-trade,climate-change,corrections-and-updates,message-machine-2012",rick-santorum,,Pennsylvania,republican
d7f1f497437,1,The new Ukrainian government introduced a law abolishing the use of languages other than Ukrainian in official circumstances.,foreign-policy,russia-today,,,none
967c19e6a61,1,Says Thomas Eric Duncan came into the United States with an elevated temperature.,"ebola,health-care,public-health,transportation",darrell-issa,U.S. House of Representatives,California,republican
d71a6283bb0,0,Attacks on Planned Parenthood come at a time when the poverty rate among women is the highest in nearly two decades and 1 in 5 women under 65 dont have access to health care.,"health-care,poverty,women",tim-ryan,U.S. representative ,Ohio,democrat
760abfa59b1,1,"McCain's energy plan is a ""single-answer proposition"" new domestic oil drilling.",energy,brian-schweitzer,Governor,Montana,democrat
8e3767ccf08,0,Atlanta has issued an increasing number of citations - and collected an increasing amount of revenue - since Mayor Kasim Reed took office in 2010.,"crime,public-safety",reader-email,,,none
af29d5b7d31,1,Says the Human Rights Campaign is secretly funded,"campaign-finance,corrections-and-updates,gays-and-lesbians,sexuality,transparency",pat-mccrory,Governor of North Carolina,North Carolina,republican
dcefe6a04d5,1,The Broward Republican Executive Committee had the liberal League of Women Voters Guide removed from the Broward Supervisor of Elections website.,elections,broward-republican-executive-committee,,Florida,republican
bb4e7fcc13b,1,Says Damascus disincorporation would produce NO significant tax savings.,taxes,steve-spinnett,businessman,Oregon,none
2ce9812d2e2,1,Says he didnt tell viewers that the Obama campaign hid news about the motives behind the attack in Benghazi because Obama was running for re-election.,"elections,foreign-policy",bill-oreilly,Fox News Channel host,,none
e9edfddd26f,1,"Discretionary spending has increased over 20-some percent in two years if you dont include the stimulus. If you put in the stimulus, its over 80 percent.","economy,federal-budget,stimulus",eric-cantor,House Majority Leader,Virginia,republican
bef5b731b16,1,We worked together to enact ... the largest tax cut in Florida history.,taxes,charlie-crist,,Florida,democrat
05bd7fbc1cf,1,"While Act 10 allowed (Milwaukee County) to save some money, it was millions short of what we needed to fill the hole left by the $28 million cut in state aid.","labor,state-budget",chris-abele,Philanthropist,Wisconsin,none
c7e036e933b,1,There is majority support for the Democrats' health care plans.,health-care,valerie-jarrett,senior adviser to President Barack Obama,Illinois,democrat
433f0b8f956,0,The state budget has increased almost $800 million a year in each of the last two years.,state-budget,jeff-amason,attorney,Georgia,libertarian
9de5442a43b,0,Today New Mexico (has) the sixth-fastest growing economy.,economy,bill-richardson,Governor,New Mexico,democrat
ae52cf13a09,0,Our average private sector employee pays 23 percent for their health care. Our average city worker in Ohio pays 9 percent.,"jobs,labor,state-budget",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican
9869b50c1cb,0,"Almost half a million people are still eligible (for DACA), particularly in the Asian-American and Pacific Islander community.",immigration,hillary-clinton,Presidential candidate,New York,democrat
e7d9e6e8bd2,1,Says Wisconsin state Senate President Michael Elllis (R-Neenah) broke Senate rules during debate on a photo ID bill for voters.,"elections,states",fred-risser,"State Senator, District 26",Wisconsin,democrat
8e2b9cc6471,1,Obama tells Russia that hell turn over Americas defense system to them if re-elected.,"foreign-policy,military",eric-johnson,,,republican
08090c3f6a6,1,"The insurance companies are making that choice (to cancel or change policies), not the president.","corrections-and-updates,health-care",ezekiel-emanuel,Vice Provost for Global Initiatives and chair of the Department of Medical Ethics and Health Policy ,,democrat
0a88cde06fa,0,Nearly 6 out of 10 believe that money and wealth should be more evenly distributed among a larger percentage of the people in the U.S.,"economy,income",bernie-s,U.S. Senator,Vermont,independent
0e42c533f23,0,A white family is likely to have about six times as much wealth than a black or Hispanic family coming out of the recession.,"income,jobs",alicia-menendez,,,none
b45bdfe44ff,1,Paul Broun Jr. sides with sexual deviants to support sale of crush videos.,voting-record,russell-edwards,,Georgia,democrat
34483ddbd4c,0,"The president promised to close the space gap, but he now seems intent on repeating the events that created the space gap in the first place -- putting in place a new rocket design and then trying to underfund the effort...",science,bill-posey,Congressman,Florida,republican
f8afecaa476,1,Says 74 percent of small-business people believe that Obamacare is a bad idea.,health-care,larry-elder,Radio talk show host,,talk-show-host
c9f82d5ff14,1,"Says thousands at a Manhattan rally for Donald Trump were chanting We hate Muslims, we hate blacks, we want our great country back.","diversity,islam",social-media,,,none
d7a0facd7b5,1,More whites than blacks are victims of deadly police shootings.,"civil-rights,crime,criminal-justice",michael-medved,Radio talk show host,,none
42b46020b0a,1,The 2013-15 state budget backed by Gov. Scott Walker and Republican lawmakers left our technical colleges funded at 1989 levels.,"education,jobs,state-budget",state-democratic-party-wisconsin,,Wisconsin,democrat
a6d5d55f8e4,1,I represent the fourth-poorest (congressional) district in the nation.,"census,income,poverty",gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat
0df7c814931,1,Tarpon Springs takes its homeless to St. Petersburg.,"poverty,urban",leslie-curran,,,republican
d26be95444a,0,"Obama has asked for $932-million in earmarks, literally $1-million for every day that hes been in Congress.",federal-budget,john-mccain,U.S. senator,Arizona,republican
2e2d18e0fb3,0,"Nevada has been recently ranked No. 1 in unemployment, foreclosures, violent crime, personal bankruptcy and divorce.",gambling,florida-chamber-commerce,,Florida,none
f2054d5ebfe,0,"Most federal employees do not have collective bargaining for benefits, nor for pay.","labor,state-budget",scott-walker,Milwaukee County Executive,Wisconsin,republican
b0888bb1dcf,1,"Says Amanda Fritz publicly claimed to be endorsed by NARAL Pro-Choice Oregon, both on her website and in the voters guide.","city-government,message-machine-2012,women",mary-nolan,Represents Southwest Portland in Oregon House,Oregon,democrat
d22a35a3803,0,I cut more as a percentage out of government than any state in the country this past decade. And where is Michigan in terms of its economic growth? Cutting did not result in economic growth.,"deficit,economy,states",jennifer-granholm,Former governor of Michigan,Michigan,democrat
becc97f570e,1,"Saysthe State Department has had half a year to respond to a Benghazi document request, yet I have not gotten a single, solitary scrap of paper.","congress,terrorism",trey-gowdy,U.S. House of Representatives,South Carolina,republican
4541a1b7818,0,The Fourth Amendment was what we fought the Revolution over. John Adams said it was the spark that led to our war for independence.,"history,legal-issues,privacy",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican
e27bef320f0,1,Twelve judges have thrown out legal challenges to the health care law because they rejected the notion that the health care law was unconstitutional.,"health-care,supreme-court",barack-obama,President,Illinois,democrat
45d55a5dd76,1,Weve got a personal tax system thats so complicated it costs Americans about $500 billion a year to comply with the current tax code.,taxes,john-boehner,Speaker of the House of Representatives,Ohio,republican
d54b63107f1,1,The Muslim Brotherhood has openly stated they want to declare war on Israel.,"foreign-policy,israel,pundits,terrorism",glenn-beck,,,none
80c2ed128be,0,"Under Mary Burkes leadership, Commerce Department business-incentive programs had major shortcomings and 40 percent of jobs...didnt materialize.","state-budget,state-finances,taxes",republican-governors-association,,"Washington, D.C.",republican
612b2eba4f1,1,Austin ISD has the highest graduation rate of every major city in Texas.,"children,education",austin-independent-school-district,School district,Texas,none
b39fc24e91f,1,"Says unemployment in Trenton is twice as much as what we see in every other area of the state and, as a result, we have seen an increase in crime.","crime,jobs",shirley-turner,State senator ,New Jersey,democrat
ac8449fc8d4,0,Theres no money for Planned Parenthood in the bill that would keep the government open.,"abortion,congress,congressional-rules,federal-budget",tom-cole,,Oklahoma,republican
2d08257c035,0,Theyre paying a less rate of tax -- these richest people in America -- than they have in the last 80 years.,"taxes,wealth",steve-rothman,,,democrat
1d853378dd7,1,They delayed my swearing-in here in Massachusetts for a couple weeks so they could ram (the health care law) through.,health-care,scott-brown,,New Hampshire,republican
5865e92d16c,1,Sherrod Brown sent billions of our tax dollars to foreign countries.,"congress,federal-budget,foreign-policy,message-machine-2012,stimulus",josh-mandel,Ohio treasurer,Ohio,republican
65cbbc9ee01,1,"While Rob Portman relies on his super PAC and a handful of billionaires to do his dirty work, we dont have a super PAC, and quite frankly, we dont want one that spends millions to spew out lies and distortions.","campaign-finance,wealth",ted-strickland,Former Ohio governor,Ohio,democrat
b47abc44328,0,"Says Jennifer Horn, chairwoman of the N.H. Republican Party, owes $92,000 in back taxes.",taxes,new-hampshire-democratic-party,,New Hampshire,democrat
52d50ddb8bd,0,I built that border fence in San Diego...and it reduced the smuggling of people and drugs...by 90 percent.,immigration,duncan-hunter,U.S. representative,California,republican
ef1e46345e8,1,Rhode Islands graduated driving license has saved hundreds of lives.,"children,crime,public-safety,market-regulation",joseph-mcnamara,House member,Rhode Island,democrat
47a479854d0,1,Says opponent Chad Chadwell wants condom techniques demonstrated to your children.,"education,sexuality",tere-mccann,Certified Public Accountant,Texas,none
713b908efa5,1,Says Scott Walker said he wouldnt touch the state civil service system but now supports overhauling it.,"labor,legal-issues,state-budget,unions,workers",jon-erpenbach,"State Senator, District 27",Wisconsin,democrat
2d8ee5d7652,0,Says federal debt doubled during the Bush administration.,"debt,federal-budget",paul-sadler,Lawyer,Texas,democrat
1433a68e36c,1,Says Sherwin-Williams is making lead paint and poisoning people around the world.,"consumer-safety,environment",occupational-knowledge-international,,,organization
da31c4dd012,0,David Dewhurst is the first lieutenant governor in history to have a personal security detail.,"candidates-biography,crime,homeland-security,public-safety,state-budget,state-finances",todd-staples,state agriculture commissioner,Texas,republican
a1cb162dfa0,0,Our trade deficit in goods reached nearly $800 billion last year alone.,"economy,trade",donald-trump,President-Elect,New York,republican
a3bfd5bb094,1,2008: Unions Spent $400 Million to Elect Obama.,"campaign-finance,elections",republican-national-committee-republican,,,republican
25e2800360a,1,"[A]t his current rate, President Obama will have added more debt to the United State of America by the end of his first term than each of the previous 43 presidents -- combined!",federal-budget,GaGOP,,,republican
91d44ac1eed,1,"Says a gun bill before the Senate would make it a federal felony to leave town for more than seven days, and leave someone else at home with your firearms.","civil-rights,crime,criminal-justice,guns",Arizona-Citizens-Defense-League,,,organization
4dcfbd8874c,0,The Pink Pony club in DeKalb County has never been cited for any violation of an ordinance or state law.,legal-issues,pink-pony,,,none
084511332ba,1,The government is trying to now close the Lincoln Memorial for any kind of large gatherings.,"civil-rights,pundits",glenn-beck,,,none
8288f8097e4,0,More people are apprehended after illegally crossing the U.S.-Mexico border a week than are born in Texas each week.,"children,immigration,population",dan-patrick,Lieutenant governor-elect,Texas,republican
0dd393a0995,1,"Barack Obama has ""reversed"" on his commitment ""to begin withdrawing American troops from Iraq immediately.""",iraq,john-mccain,U.S. senator,Arizona,republican
9c654963489,1,The White House promised us that all the spending would keep unemployment under 8 percent.,"economy,stimulus",michele-bachmann,Congresswoman,Minnesota,republican
5bd1162ffb4,0,The University of Texas is starting the first medical school at a major Tier One university in the last 50 years.,"education,health-care,public-health",steve-leslie,Assistant to University of Texas president,Texas,none
636afcefae6,1,A miscarriage is considered an abortion.,abortion,eddie-lucio-jr,Advertising executive,Texas,democrat
85cd5f3f2d4,1,"Says in the last 20 years, the French have not stood by the United States on foreign policy.","foreign-policy,history,military",rick-santorum,,Pennsylvania,republican
84ee8bfbfba,0,Says hes proposed the largest employer contribution to the Virginia Retirement System in history.,pensions,bob-mcdonnell,Governor,Virginia,republican
01c9e4aef1d,1,The Democratic Party is getting smaller and smaller and smaller.,elections,ted-cruz,Senator,Texas,republican
8ced7a3a1a2,1,"Americans ""have never paid more for gas at the pump.""",energy,barack-obama,President,Illinois,democrat
919f70c08e2,1,"Says Kurt Schrader voted to cut $500 billion from Medicare, threatening thousands of Oregon seniors and their access to their current coverage.","health-care,medicare,message-machine",scott-bruun,State representative,Oregon,republican
2feca3d5f04,1,Says Larry Taylor gave in-state tuition to illegal immigrants.,"education,immigration",conservative-voters-texas-pac,,,none
522f2a337f5,0,Only 3 percent of voters 18 to 34 dont believe that climate change is really happening.,"climate-change,environment,polls,science",chris-murphy,U.S. House of Representatives,Connecticut,democrat
ba4fbfd39a0,0,Says the U.S. Attorneys Office said that neither I nor my campaign had any idea what was going on regarding my fathers illegal campaign contributions. And thats why they closed this case.,"elections,legal-issues",ami-bera,U.S. House of Representatives,California,democrat
49ebae5d942,1,"Congress includes 36 people accused of spousal abuse, 84 arrested for drunk driving in the past year, 71 with terrible creditand more.","congress,crime,ethics",facebook-posts,Social media posting,,none
525042947ae,1,"A lot of people who go into prison straight, and when they come out theyre gay.","criminal-justice,sexuality",ben-carson,,,republican
19f486b7410,1,Says Thomas Jefferson said that government is best which governs least.,"government-regulation,history",scott-walker,Milwaukee County Executive,Wisconsin,republican
cb4a3d97aa6,1,Democrats do not have a plan for extending the Bush tax cuts.,taxes,sarah-palin,,Alaska,republican
ca80e2f7208,1,"Says 70,000 children have lost their Head Start slots because of the sequester.","children,education,federal-budget,poverty",mark-warner,U.S. Senator,Virginia,democrat
cfcf80f9afc,0,Shirley Sherrod was forced to resign before anybody on Fox said a word about this.,"agriculture,diversity,pundits,abc-news-week",stephen-hayes,Senior writer for the Weekly Standard,,none
66bf2d0acd4,0,"Says none of the government programs targeted for elimination or severe cutback in House Republican spending plans appeared on the GAOs list of government programs at high risk of waste, fraud and abuse.","deficit,federal-budget,government-efficiency",dennis-kucinich,U.S. representative,Ohio,democrat
8347bbe074c,1,The national unemployment rate has been above 8 percent for a record 36 months.,"job-accomplishments,jobs",reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican
60bbd6becb8,1,I deployed the Texas National Guard to the Texas-Mexico border. And the policy worked; apprehensions at the border declined 74 percent.,"crime,criminal-justice,immigration",rick-perry,Governor,Texas,republican
e0cd56e3a76,0,Measles is one of the most common causes of child blindness worldwide.,"health-care,public-health",celine-gounder,Physician-journalist,New York,none
1202b9bb85d,0,Says Obama opposes offshore drilling and a gas tax holiday.,energy,john-mccain,U.S. senator,Arizona,republican
c64e58ad279,1,"Obamacare is so flat-out unpopular, that even the Obama administration chose to reject part of Obamacare last Friday, when they tried to throw out the CLASS Act, which is the long-term care function.",health-care,michele-bachmann,Congresswoman,Minnesota,republican
a6c19c2a37c,1,The cost-of-living increase in Social Security is tied to wage inflation.,social-security,rick-santorum,,Pennsylvania,republican
c1b34d7c7d6,0,The poorest in this country are women.,"families,poverty,women",marcy-kaptur,Representative from Ohio's Ninth Congressional District,Ohio,democrat
a690bc0ee6d,1,"Says that in fiscal year 2010, nearly 80 percent of women served in the Texas Womens Health Program received services from a provider other than a Planned Parenthood clinic.","abortion,health-care,public-health,women",rick-perry,Governor,Texas,republican
47ff56cefd5,1,"So far, the Recovery Act is responsible for the jobs of about 2 million Americans who would otherwise be unemployed. ... [And] the Recovery Act is on track to save or create another 1.5 million jobs in 2010.","economy,stimulus",barack-obama,President,Illinois,democrat
c30d45e601a,0,Says $15-an-hourproposal in Cleveland is the most aggressive minimum wage increase in the country.,"labor,workers",joe-roman,"President and CEO, Greater Cleveland Partnership",Ohio,business-leader
57281d49f00,0,"Federal officials declared that grant funds could be used only for Milwaukees streetcar project, meaning it isnt possible to redirect the money to other modes of public transportation or to our public schools.","city-government,infrastructure,transportation",gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat
88ca2eb84cf,0,"Biden is ""one of the least wealthy members of the U.S. Senate.""",candidates-biography,howard-dean,Democratic National Committee chairman,Vermont,democrat
3e88e50a24f,1,"He ""stood up to Barack Obama by passing legislation that prevents you from being forced to join government health plans or buy health insurance against your will.""",health-care,judson-hill,,,republican
b0fc1599ef2,1,Says the D.C.citycouncilpasseda lawbanninglethalrat trapping.,"animals,city-government",ken-cuccinelli,Attorney General,Virginia,republican
